turne,ano,cidade_fonte,data_show_fonte,musica,fonte_url
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,New,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Lady Madonna,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Jet,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Being for the Benefit of Mr. Kite!,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Something,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,"Ob-La-Di, Ob-La-Da",https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Band on the Run,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Get Back,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Let It Be,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Live and Let Die,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Hey Jude,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,I've Got a Feeling,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,I Saw Her Standing There,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Sgt. Pepper's Lonely Hearts Club Band (Reprise),https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Helter Skelter,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Golden Slumbers,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Carry That Weight,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,The End,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Coming Up (04 Summer Tour Remix),https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,A Day in the Life,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Fuh You,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,You Never Give Me Your Money,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,She Came in Through the Bathroom Window,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Birthday,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,No More Lonely Nights,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,My Love,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,A Hard Day's Night,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Drive My Car,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Now and Then,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,All My Loving,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Day Tripper,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
